REPORT_DAT,OFFENSE,METHOD,BLOCK,DISTRICT,WARD,ANC,BLOCK_GROUP,CENSUS_TRACT,XBLOCK,YBLOCK
10/20/2015 13:00,THEFT F/AUTO,OTHERS,4600 - 4799 BLOCK OF HUNT PLACE NE,6,7,7C,007809 2,7809,405623,136980
10/11/2015 15:35,THEFT/OTHER,OTHERS,ASTOR PLACE SE AND 51ST STREET SE,6,7,7E,009904 2,9904,406250.83,135469.19
10/11/2015 15:41,THEFT/OTHER,OTHERS,734 - 855 BLOCK OF SOUTHERN AVENUE SE,7,8,8D,009811 2,9811,400489,128759
10/11/2015 15:56,THEFT/OTHER,OTHERS,3276 - 3299 BLOCK OF M STREET NW,2,2,2E,000202 4,202,394304,137475
10/10/2015 12:30,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF KENYON STREET NW,3,1,1A,003000 1,3000,397281,140197
10/11/2015 15:00,THEFT/OTHER,OTHERS,3300 - 3399 BLOCK OF WATER STREET NW,2,2,2E,000202 4,202,394198.54,137317.76
10/26/2015 20:00,MOTOR VEHICLE THEFT,OTHERS,2700 - 2799 BLOCK OF GEORGIA AVENUE NW,3,1,1B,003500 1,3500,398030,139732
10/27/2015 14:00,THEFT F/AUTO,OTHERS,3800 - 3899 BLOCK OF VEAZEY STREET NW,2,3,3F,001200 4,1200,393426,141789
10/27/2015 14:50,THEFT F/AUTO,OTHERS,4700 - 4799 BLOCK OF 41ST STREET NW,2,3,3E,001100 4,1100,393038,142615
10/27/2015 12:30,THEFT/OTHER,OTHERS,1400 - 1419 BLOCK OF L STREET NW,2,2,2F,010100 1,10100,397179,137320
10/27/2015 14:30,THEFT/OTHER,OTHERS,800 - 899 BLOCK OF 7TH STREET NW,1,2,2C,005800 1,5800,398099,136943
10/27/2015 14:50,ASSAULT W/DANGEROUS WEAPON,OTHERS,1800 - 1869 BLOCK OF BENNING ROAD NE,5,6,6A,007901 1,7901,401996,136793
10/21/2015 0:00,HOMICIDE,GUN,1900 - 2061 BLOCK OF Q STREET SE,6,8,8A,007601 3,7601,402015,133657
10/27/2015 15:43,ROBBERY,OTHERS,900 - 999 BLOCK OF NEW YORK AVENUE NW,1,2,2C,005800 1,5800,397831,137105
10/27/2015 15:37,THEFT/OTHER,OTHERS,1401 - 1498 BLOCK OF WISCONSIN AVENUE NW,2,2,2E,000202 2,202,394450,137863
10/27/2015 7:00,BURGLARY,OTHERS,2205 2220  BLOCK OF 30TH STREET SE,6,7,7B,007604 2,7604,403055,132699
10/27/2015 16:00,THEFT/OTHER,OTHERS,6200  - 6299 BLOCK OF GEORGIA AVENUE NW,4,4,4A,001804 2,1804,397603,144181
10/27/2015 16:00,THEFT/OTHER,OTHERS,1200 - 1229 BLOCK OF 1ST STREET NE,5,6,6C,010600 2,10600,399489,137576
10/27/2015 16:15,THEFT/OTHER,OTHERS,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,2,2,2B,005500 1,5500,396217.89,138008.23
10/27/2015 7:45,THEFT F/AUTO,OTHERS,3100 - 3199 BLOCK OF 7TH STREET NE,5,5,5E,009201 1,9201,400331,140114
10/27/2015 8:00,BURGLARY,OTHERS,1900 - 2099 BLOCK OF MARYLAND AVENUE NE,5,5,5D,008904 1,8904,402151,137291
10/27/2015 17:35,THEFT F/AUTO,OTHERS,3461 - 3478 BLOCK OF 14TH STREET NW,4,1,1A,002801 1,2801,397162,140678
10/27/2015 11:30,BURGLARY,OTHERS,4000 - 4099 BLOCK OF 22ND STREET NE,5,5,5B,009400 4,9400,402238,141232
10/27/2015 12:10,THEFT/OTHER,OTHERS,3600 - 3699 BLOCK OF O STREET NW,2,2,2E,000202 4,202,393843,137761
10/27/2015 17:45,THEFT/OTHER,OTHERS,800 - 999 BLOCK OF NORTH CAPITOL STREET,1,6,6E,004702 1,4702,399213,137056
10/27/2015 14:00,THEFT F/AUTO,OTHERS,3400 - 3499 BLOCK OF 8TH STREET NE,5,5,5E,009201 1,9201,400435,140443
10/27/2015 17:50,THEFT/OTHER,OTHERS,1000 - 1099 BLOCK OF CONNECTICUT AVENUE NW,2,2,2B,010700 1,10700,396559,137255
10/27/2015 18:10,ASSAULT W/DANGEROUS WEAPON,KNIFE,3033 3097  BLOCK OF STANTON ROAD SE,7,8,8E,007404 3,7404,401535,131621
10/9/2015 16:30,THEFT F/AUTO,OTHERS,3000 - 3099 BLOCK OF K STREET SE,6,7,7B,007709 1,7709,403128,134505
10/12/2015 7:10,THEFT F/AUTO,OTHERS,5600 - 5699 BLOCK OF EADS STREET NE,6,7,7C,007808 3,7808,406954,136443
10/13/2015 10:00,THEFT/OTHER,OTHERS,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,6,7,7F,007803 1,7803,404541,136535
10/13/2015 10:20,THEFT/OTHER,OTHERS,400 - 499 BLOCK OF M STREET SE,1,6,6D,007200 2,7200,399995,134294
10/13/2015 9:52,THEFT/OTHER,OTHERS,2000 - 2099 BLOCK OF M STREET NW,2,2,2A,010700 1,10700,396029,137534
10/12/2015 22:40,ROBBERY,GUN,1200 - 1299 BLOCK OF D STREET NE,1,6,6A,008001 3,8001,400930,136326
10/13/2015 10:20,THEFT F/AUTO,OTHERS,MINNESOTA AVENUE NE AND BENNING ROAD NE,6,7,7F,009603 3,9603,404410.3287,136366.2591
11/3/2015 23:32,THEFT F/AUTO,OTHERS,1810 1899  BLOCK OF 3RD STREET NW,3,1,1B,003400 2,3400,398638,138583
11/2/2015 18:30,THEFT/OTHER,OTHERS,1240 - 1399 BLOCK OF NEW YORK AVENUE NE,5,5,5C,008803 1,8803,401165,138586
11/4/2015 1:30,ROBBERY,GUN,3400 - 3499 BLOCK OF 23RD STREET SE,7,8,8B,007409 2,7409,402462,130962
11/4/2015 2:00,ASSAULT W/DANGEROUS WEAPON,KNIFE,2700 - 2799 BLOCK OF Q STREET SE,6,7,7B,007604 1,7604,402744,133657
11/4/2015 2:45,ROBBERY,GUN,1100 - 1199 BLOCK OF 51ST STREET NE,6,7,7C,007806 1,7806,406394,137504
11/8/2015 18:30,MOTOR VEHICLE THEFT,OTHERS,4200 - 4232 BLOCK OF 4TH STREET SE,7,8,8D,009811 1,9811,399950,128916
11/9/2015 10:00,BURGLARY,OTHERS,2900 - 2999 BLOCK OF 12TH STREET NE,5,5,5B,009302 1,9302,400818,139909
10/14/2015 21:03,THEFT/OTHER,OTHERS,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,2,3,3E,001001 2,1001,393070,142276
11/9/2015 12:27,THEFT/OTHER,OTHERS,1 - 99 BLOCK OF H STREET NW,1,6,6E,004702 1,4702,399078,136928
11/9/2015 7:00,THEFT/OTHER,OTHERS,2100 - 2199 BLOCK OF 14TH STREET SE,7,8,8A,007503 1,7503,401235,132978
11/6/2015 17:00,BURGLARY,OTHERS,1200 - 1299 BLOCK OF HOLBROOK TERRACE NE,5,5,5D,008804 1,8804,401258,137689
11/9/2015 10:50,THEFT/OTHER,OTHERS,2400 - 2798 BLOCK OF CALVERT STREET NW,2,3,3C,000501 2,501,395288,139501
11/9/2015 10:00,THEFT/OTHER,OTHERS,5200 - 5299 BLOCK OF 43RD STREET NW,2,3,3E,001100 2,1100,392740,143404
11/8/2015 16:00,THEFT F/AUTO,OTHERS,2000 - 2099 BLOCK OF 10TH STREET NW,3,1,1B,004400 1,4400,397745,138854
11/8/2015 22:30,THEFT/OTHER,OTHERS,1200  - 1271 BLOCK OF QUINCY STREET NW,4,4,4C,002502 2,2502,397559,141080
11/9/2015 5:45,BURGLARY,OTHERS,1923 - 1999 BLOCK OF 2ND STREET NW,5,1,1B,003400 1,3400,398745,138752
11/4/2015 17:00,BURGLARY,OTHERS,4200 - 4299 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,7,8,8D,009807 2,9807,398906,128938
11/7/2015 3:00,THEFT F/AUTO,OTHERS,700 - 999 BLOCK OF KENYON STREET NW,3,1,1A,003100 1,3100,397843,140228
11/7/2015 17:58,THEFT F/AUTO,OTHERS,821  - 899 BLOCK OF ROCK CREEK CHURCH ROAD NW,4,4,4C,002502 2,2502,397855,140921
11/9/2015 14:27,THEFT/OTHER,OTHERS,934 - 1099 BLOCK OF EASTERN AVENUE NE,6,7,7C,007807 2,7807,406683,137294
11/9/2015 15:00,THEFT/OTHER,OTHERS,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,4,4,4A,001804 2,1804,397577,143785
11/9/2015 16:24,THEFT F/AUTO,OTHERS,5246  - 5499 BLOCK OF COLORADO AVENUE NW,4,4,4C,002001 2,2001,397037,143028
11/9/2015 14:35,ROBBERY,GUN,5401  - 5499 BLOCK OF GEORGIA AVENUE NW,4,4,4C,002002 3,2002,397576,143086
11/9/2015 12:31,BURGLARY,OTHERS,900 - 999 BLOCK OF 19TH STREET NE,5,5,5D,008904 2,8904,402063,137184
11/9/2015 9:00,BURGLARY,OTHERS,4100  - 4199 BLOCK OF 3RD STREET NW,4,4,4C,002301 2,2301,398666,141526
11/9/2015 15:00,ROBBERY,OTHERS,3100 - 3145 BLOCK OF MOUNT PLEASANT STREET NW,4,1,1D,002702 1,2702,396740,140161
11/6/2015 18:00,BURGLARY,OTHERS,1000 - 1389 BLOCK OF BARNABY TERRACE SE,7,8,8E,009700 1,9700,401064,129644
11/4/2015 14:00,THEFT/OTHER,OTHERS,2000 - 2099 BLOCK OF G STREET NW,2,2,2A,010800 2,10800,396028,136719
11/9/2015 2:00,THEFT F/AUTO,OTHERS,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,5,5,5C,009102 2,9102,400840,139142
11/12/2015 23:30,THEFT F/AUTO,OTHERS,6TH STREET NW AND ASPEN STREET NW,4,4,4B,001702 1,1702,398144.1,144936.76
11/14/2015 11:00,THEFT/OTHER,OTHERS,900 - 1199 BLOCK OF 4TH STREET SW,1,6,6D,010200 2,10200,398469,134448
11/5/2015 22:37,ROBBERY,GUN,4701 4898  BLOCK OF EAST CAPITOL STREET,6,7,7E,009906 1,9906,405764,135770
11/5/2015 22:40,THEFT/OTHER,OTHERS,2400 - 2499 BLOCK OF 18TH STREET NW,3,1,1C,004002 1,4002,396326,139306
10/18/2015 21:30,THEFT F/AUTO,OTHERS,3100 - 3399 BLOCK OF RODMAN STREET NW,2,3,3C,000600 1,600,394392,141244
11/5/2015 11:00,BURGLARY,OTHERS,3500 - 3599 BLOCK OF B STREET SE,6,7,7F,007708 1,7708,403871,135528
11/5/2015 23:03,ROBBERY,KNIFE,4800 - 4839 BLOCK OF BENNING ROAD SE,6,7,7F,009907 2,9907,405786,134897
11/6/2015 0:25,THEFT/OTHER,OTHERS,900 - 915 BLOCK OF NEW HAMPSHIRE AVENUE NW,2,2,2A,005600 4,5600,395521,137007
11/5/2015 23:49,ROBBERY,OTHERS,800 899  BLOCK OF ATLANTIC STREET SE,7,8,8E,009802 2,9802,400548,129241
11/10/2015 19:45,ASSAULT W/DANGEROUS WEAPON,GUN,1400 - 1499 BLOCK OF CANAL STREET SW,1,6,6D,011000 1,11000,398822,133854
11/10/2015 20:35,THEFT/OTHER,OTHERS,HALF STREET SW AND N STREET SW,1,6,6D,006400 1,6400,399075.98,134089.99
11/10/2015 15:30,BURGLARY,OTHERS,130 - 199 BLOCK OF IRVINGTON STREET SW,7,8,8D,010900 2,10900,399099,128076
11/5/2015 0:01,THEFT F/AUTO,OTHERS,700 - 799 BLOCK OF 7TH STREET NW,1,2,2C,005800 1,5800,398098,136808
11/10/2015 20:35,THEFT/OTHER,OTHERS,900 - 1199 BLOCK OF 4TH STREET SW,1,6,6D,010200 2,10200,398469,134448
11/9/2015 23:12,BURGLARY,OTHERS,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,2,2,2B,005500 1,5500,396217.89,138008.23
11/10/2015 20:58,ASSAULT W/DANGEROUS WEAPON,OTHERS,2 - 199 BLOCK OF GALVESTON STREET SW,7,8,8D,010900 1,10900,399228,128424
11/10/2015 20:53,THEFT F/AUTO,OTHERS,1626 - 1699 BLOCK OF FULLER STREET NW,3,1,1C,003800 3,3800,396664,139647
11/10/2015 21:30,MOTOR VEHICLE THEFT,OTHERS,2500 - 2599 BLOCK OF SAVANNAH STREET SE,7,8,8B,007409 1,7409,402765,131175
11/10/2015 22:07,MOTOR VEHICLE THEFT,OTHERS,400 - 763 BLOCK OF VALLEY AVENUE SE,7,8,8E,009801 1,9801,400158,129636
11/10/2015 22:15,THEFT/OTHER,OTHERS,3100 - 3299 BLOCK OF 14TH STREET NW,3,1,1A,003000 1,3000,397162,140182
11/10/2015 21:59,BURGLARY,GUN,1250 - 1299 BLOCK OF 22ND STREET NW,2,2,2A,005500 3,5500,395766,137665
11/10/2015 23:53,THEFT F/AUTO,OTHERS,620 - 699 BLOCK OF S STREET NW,3,6,6E,004801 1,4801,398144,138469
11/10/2015 23:39,ROBBERY,OTHERS,1100 - 1299 BLOCK OF COLUMBIA ROAD NW,3,1,1A,003000 2,3000,397529.58,139979.31
11/11/2015 0:25,ASSAULT W/DANGEROUS WEAPON,GUN,200 - 229 BLOCK OF 12TH STREET SE,1,6,6B,006700 2,6700,400846,135484
11/11/2015 0:05,THEFT/OTHER,OTHERS,1700 - 1799 BLOCK OF BENNING ROAD NE,5,6,6A,007901 1,7901,401872,136822
11/10/2015 8:00,THEFT F/AUTO,OTHERS,2500 - 2599 BLOCK OF 22ND STREET NE,5,5,5C,011100 3,11100,402239,139447
11/11/2015 1:20,THEFT F/AUTO,OTHERS,13TH STREET NW AND I STREET NW,1,2,2F,010100 1,10100,397430.4227,137052.89
11/11/2015 2:05,ROBBERY,OTHERS,GEORGIA AVENUE NW AND INGRAHAM STREET NW,4,4,4D,002002 3,2002,397596.06,142909.2
11/11/2015 4:05,ROBBERY,OTHERS,1500 - 1599 BLOCK OF MARYLAND AVENUE NE,5,5,5D,008904 2,8904,401568.59,136987.94
10/29/2015 18:30,THEFT/OTHER,OTHERS,1 - 99 BLOCK OF H STREET NW,1,6,6E,004702 1,4702,399078,136928
10/11/2015 7:00,THEFT F/AUTO,OTHERS,900 - 999 BLOCK OF 10TH STREET NW,1,2,2C,010100 1,10100,397745,137126
10/11/2015 15:03,THEFT F/AUTO,OTHERS,WESTMINSTER STREET NW AND 9TH STREET NW,3,1,1B,004400 2,4400,397921.44,138551.81
10/11/2015 16:00,THEFT/OTHER,OTHERS,1000 - 1099 BLOCK OF CECIL PLACE NW,2,2,2E,000202 4,202,394456.31,137283.65
10/11/2015 17:13,THEFT/OTHER,OTHERS,3100 - 3299 BLOCK OF 14TH STREET NW,3,1,1A,003000 1,3000,397162,140182
10/11/2015 16:55,THEFT/OTHER,OTHERS,1 - 99 BLOCK OF H STREET NW,1,6,6E,004702 1,4702,399078,136928
10/11/2015 17:00,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF P STREET NW,2,2,2F,005201 3,5201,397115,137977
10/11/2015 11:30,THEFT F/AUTO,OTHERS,2119 - 2199 BLOCK OF R STREET NW,2,2,2D,004100 3,4100,395822,138306
10/11/2015 17:35,THEFT/OTHER,OTHERS,1909 - 1999 BLOCK OF 14TH STREET SE,7,8,8A,007503 1,7503,401280,133168
10/11/2015 6:15,THEFT F/AUTO,OTHERS,700 - 799 BLOCK OF 11TH STREET NW,1,2,2C,005800 1,5800,397654,136801
10/11/2015 18:29,THEFT/OTHER,OTHERS,1100 - 1299 BLOCK OF MONROE STREET NW,4,1,1A,002900 1,2900,397476.64,140522.02
10/11/2015 15:05,THEFT F/AUTO,OTHERS,1130 - 1199 BLOCK OF CONNECTICUT AVENUE NW,2,2,2B,010700 1,10700,396456,137483
10/11/2015 19:45,ASSAULT W/DANGEROUS WEAPON,OTHERS,4700 - 4799 BLOCK OF ALABAMA AVENUE SE,6,7,7F,009907 1,9907,405269,134795
10/11/2015 20:25,THEFT/OTHER,OTHERS,2710 - 2731 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7,8,8C,010400 2,10400,400346,131109
10/11/2015 12:30,THEFT F/AUTO,OTHERS,800 - 899 BLOCK OF 20TH STREET NE,5,5,5D,008904 1,8904,402152,137048
10/11/2015 18:55,ROBBERY,GUN,2300 2399  BLOCK OF PENNSYLVANIA AVENUE SE,6,7,7B,007601 1,7601,402423,134032
10/11/2015 21:27,ROBBERY,GUN,700 - 799 BLOCK OF 3RD STREET NE,1,6,6C,008301 1,8301,399823.12,136856.25
10/11/2015 18:30,MOTOR VEHICLE THEFT,OTHERS,1300 - 1399 BLOCK OF BELMONT STREET NW,3,1,1B,003600 1,3600,397330,139246
10/16/2015 0:30,MOTOR VEHICLE THEFT,OTHERS,500 - 599 BLOCK OF TENNESSEE AVENUE NE,1,6,6A,008001 2,8001,401346,136541
10/16/2015 13:15,THEFT/OTHER,OTHERS,IRVING STREET NW AND 14TH STREET NW,3,1,1A,002802 2,2802,397169.7293,140103.5819
10/16/2015 12:39,THEFT/OTHER,OTHERS,400 - 499 BLOCK OF I STREET SW,1,6,6D,010200 2,10200,398419,134605
10/16/2015 12:40,THEFT F/AUTO,OTHERS,300 - 399 BLOCK OF INDEPENDENCE AVENUE SE,1,6,6B,006600 1,6600,399886,135528
10/16/2015 13:40,ASSAULT W/DANGEROUS WEAPON,OTHERS,56 - 137 BLOCK OF RHODE ISLAND AVENUE NE,5,5,5E,008701 2,8701,399459,138878
10/16/2015 7:00,THEFT/OTHER,OTHERS,4800 - 4899 BLOCK OF CONNECTICUT AVENUE NW,2,3,3F,001200 1,1200,394064,142757
10/16/2015 14:03,THEFT F/AUTO,OTHERS,800 - 899 BLOCK OF E STREET SE,1,6,6B,007000 2,7000,400488,134987
10/14/2015 23:00,THEFT/OTHER,OTHERS,2600 - 2699 BLOCK OF 18TH STREET NE,5,5,5C,009102 1,9102,401821,139566
10/16/2015 8:00,THEFT F/AUTO,OTHERS,900 - 999 BLOCK OF 6TH STREET NE,1,6,6C,010600 2,10600,400134,137118
10/16/2015 11:30,THEFT/OTHER,OTHERS,5227 - 5299 BLOCK OF CONNECTICUT AVENUE NW,2,3,3G,001100 3,1100,393763,143423
10/16/2015 15:10,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF T STREET NW,3,1,1B,004400 2,4400,397329,138634
10/12/2015 20:00,THEFT F/AUTO,OTHERS,3705  - 3799 BLOCK OF KANSAS AVENUE NW,4,4,4C,002502 2,2502,397452,141036
10/12/2015 13:00,THEFT F/AUTO,OTHERS,1000 - 1099 BLOCK OF O STREET NW,3,2,2F,004902 1,4902,397700,137857
10/13/2015 8:00,THEFT/OTHER,OTHERS,1000 - 1099 BLOCK OF 5TH STREET SE,1,6,6D,007200 1,7200,400041,134459
10/10/2015 3:15,THEFT/OTHER,OTHERS,13TH STREET NE AND H STREET NE,1,6,6A,008410 1,8410,401014.18,136927.7
10/13/2015 12:20,THEFT F/AUTO,OTHERS,1 - 99 BLOCK OF RHODE ISLAND AVENUE NW,5,5,5E,003302 1,3302,399081,138710
10/13/2015 12:52,THEFT/OTHER,OTHERS,1000 - 1099 BLOCK OF F STREET NW,1,2,2C,005800 1,5800,397700.46,136611.23
10/13/2015 13:34,THEFT F/AUTO,OTHERS,1900 - 1999 BLOCK OF 12TH STREET NW,3,1,1B,004400 2,4400,397564,138713
10/13/2015 13:00,THEFT F/AUTO,OTHERS,700 - 799 BLOCK OF H STREET NW,1,2,2C,005800 1,5800,398054.21,136884.96
10/13/2015 14:10,THEFT/OTHER,OTHERS,3639 - 3649 BLOCK OF GEORGIA AVENUE NW,4,1,1A,003100 1,3100,397904,140846
10/9/2015 1:00,THEFT/OTHER,OTHERS,1240 - 1399 BLOCK OF NEW YORK AVENUE NE,5,5,5C,008803 1,8803,401165,138586
10/13/2015 14:23,THEFT/OTHER,OTHERS,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,5,5,5C,009102 2,9102,400594,139371
10/9/2015 17:00,THEFT F/AUTO,OTHERS,4300  - 4399 BLOCK OF 3RD STREET NW,4,4,4C,002301 2,2301,398657,141764
10/13/2015 14:23,THEFT F/AUTO,OTHERS,600 - 699 BLOCK OF MONROE STREET NE,5,5,5E,009201 1,9201,400251,140497
10/13/2015 15:12,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF KENYON STREET NW,3,1,1A,003000 1,3000,397281,140197
10/13/2015 14:14,THEFT/OTHER,OTHERS,1200 1299  BLOCK OF K STREET SE,1,6,6B,007100 1,7100,400930,134507
10/12/2015 19:35,THEFT/OTHER,OTHERS,1700 - 1799 BLOCK OF CONNECTICUT AVENUE NW,2,2,2B,005500 1,5500,396046,138387
10/13/2015 16:03,ASSAULT W/DANGEROUS WEAPON,GUN,1300 - 1318 BLOCK OF PENNSYLVANIA AVENUE SE,1,6,6B,007100 2,7100,401035,134835
10/17/2015 22:40,ROBBERY,OTHERS,3400 - 3465 BLOCK OF 25TH STREET SE,7,8,8B,007409 1,7409,402659,131024
10/17/2015 21:45,ASSAULT W/DANGEROUS WEAPON,GUN,1200 - 1299 BLOCK OF G STREET SE,1,6,6B,007100 2,7100,400936,134825
10/17/2015 21:20,THEFT/OTHER,OTHERS,1200 - 1399 BLOCK OF 16TH STREET NW,2,2,2B,005301 3,5301,396831,137702
10/17/2015 15:30,THEFT/OTHER,OTHERS,100  - 199 BLOCK OF CARROLL STREET NW,4,4,4B,001702 2,1702,398758,145213
10/17/2015 15:00,BURGLARY,OTHERS,1800 - 1916 BLOCK OF MISSISSIPPI AVENUE SE,7,8,8B,007409 3,7409,402007,130658
10/17/2015 7:00,BURGLARY,OTHERS,3500 - 3599 BLOCK OF A STREET SE,6,7,7F,007708 1,7708,403908,135661
10/17/2015 23:22,ASSAULT W/DANGEROUS WEAPON,GUN,3033 3097  BLOCK OF STANTON ROAD SE,7,8,8E,007404 3,7404,401535,131621
10/17/2015 19:30,THEFT F/AUTO,OTHERS,1500 - 1599 BLOCK OF 9TH STREET NW,3,6,6E,004901 2,4901,397921,138058
10/17/2015 23:25,ROBBERY,OTHERS,R STREET NE AND R STREET NW,5,5,5E,008701 1,8701,399215.2271,138304.09
10/18/2015 0:18,THEFT/OTHER,OTHERS,1909 - 1999 BLOCK OF 14TH STREET SE,7,8,8A,007503 1,7503,401280,133168
10/17/2015 18:30,THEFT F/AUTO,OTHERS,900 - 999 BLOCK OF 8TH STREET SE,1,6,6B,007200 2,7200,400436.0854,134546.3601
10/17/2015 23:49,ASSAULT W/DANGEROUS WEAPON,KNIFE,900 - 1010 BLOCK OF 24TH STREET NW,2,2,2A,005600 4,5600,395540,137133
10/18/2015 0:55,ROBBERY,OTHERS,900  - 1199 BLOCK OF GALLATIN STREET NW,4,4,4D,002201 3,2201,397703,142665
11/14/2015 10:00,THEFT F/AUTO,OTHERS,400 - 499 BLOCK OF K STREET NW,1,6,6E,004702 1,4702,398477.53,137185.27
11/14/2015 12:20,THEFT/OTHER,OTHERS,900 - 1199 BLOCK OF 4TH STREET SW,1,6,6D,010200 2,10200,398469,134448
11/14/2015 11:51,ASSAULT W/DANGEROUS WEAPON,OTHERS,4600 - 4699 BLOCK OF HILLSIDE ROAD SE,6,7,7E,007707 1,7707,405846,134296
11/13/2015 18:00,MOTOR VEHICLE THEFT,OTHERS,5200 - 5299 BLOCK OF CLAY STREET NE,6,7,7C,007808 1,7808,406392,136190
11/13/2015 20:30,ROBBERY,OTHERS,200  - 299 BLOCK OF ALLISON STREET NW,4,4,4C,002301 2,2301,398685,141943
11/13/2015 19:00,THEFT/OTHER,OTHERS,2732 - 2899 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7,8,8C,010400 2,10400,400335,131003
11/14/2015 11:00,THEFT F/AUTO,OTHERS,300 - 399 BLOCK OF 7TH STREET SW,1,6,6D,010200 2,10200,398099,135264
11/14/2015 13:57,THEFT/OTHER,OTHERS,1100 - 1199 BLOCK OF ABBEY PLACE NE,1,6,6C,010600 2,10600,399887,137425
11/13/2015 14:39,MOTOR VEHICLE THEFT,OTHERS,2100 - 2128 BLOCK OF 31ST PLACE SE,6,7,7B,007604 2,7604,403271,132923
11/14/2015 12:00,THEFT F/AUTO,OTHERS,700 - 799 BLOCK OF I STREET SE,1,6,6B,007000 2,7000,400383.5248,134605.6111
11/6/2015 21:30,MOTOR VEHICLE THEFT,OTHERS,4100 - 4199 BLOCK OF 38TH STREET NW,2,3,3F,001200 4,1200,393532,141647
11/14/2015 14:50,THEFT F/AUTO,OTHERS,1900 - 1999 BLOCK OF 8TH STREET NW,3,1,1B,004400 2,4400,398010,138697
11/14/2015 8:10,THEFT F/AUTO,OTHERS,1828 - 1899 BLOCK OF HARVARD STREET NW,4,1,1C,003900 2,3900,396275,139991
11/14/2015 14:47,THEFT/OTHER,OTHERS,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,5,5,5C,009102 2,9102,400840,139142
11/14/2015 16:20,MOTOR VEHICLE THEFT,OTHERS,53RD STREET NE AND CLAY STREET NE,6,7,7C,007808 1,7808,406481.04,136175.92
11/14/2015 11:00,BURGLARY,OTHERS,700  - 799 BLOCK OF OGLETHORPE STREET NW,4,4,4B,001901 1,1901,397978,143711
11/14/2015 16:17,THEFT/OTHER,OTHERS,1601 - 1618 BLOCK OF HOLBROOK STREET NE,5,5,5D,008804 1,8804,401559,137502
11/10/2015 15:00,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF HARVARD STREET NW,3,1,1A,003700 2,3700,397056,139838
11/14/2015 16:04,BURGLARY,OTHERS,5100  - 5199 BLOCK OF 3RD STREET NW,4,4,4D,002102 5,2102,398620,142758
11/14/2015 17:30,THEFT/OTHER,OTHERS,3100 - 3299 BLOCK OF 14TH STREET NW,3,1,1A,003000 1,3000,397162,140182
11/14/2015 16:45,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,2,2C,005800 1,5800,397497,136718
11/14/2015 18:34,THEFT/OTHER,OTHERS,3200 - 3275 BLOCK OF M STREET NW,2,2,2E,000202 4,202,394449,137479
10/14/2015 9:00,THEFT/OTHER,OTHERS,1200 - 1221 BLOCK OF 17TH STREET NW,2,2,2B,010700 2,10700,396660,137583
10/14/2015 16:00,BURGLARY,OTHERS,4052 - 4123 BLOCK OF SOUTHERN AVENUE SE,6,7,7E,009902 2,9902,404842,133103
10/14/2015 19:30,THEFT/OTHER,OTHERS,1026 - 1099 BLOCK OF 31ST STREET NW,2,2,2E,000100 4,100,394694,137385
10/15/2015 0:01,THEFT/OTHER,OTHERS,2200 2305  BLOCK OF PENNSYLVANIA AVENUE SE,6,7,7B,007601 1,7601,402357,134072
10/14/2015 9:00,THEFT F/AUTO,OTHERS,700 - 799 BLOCK OF N STREET NW,3,2,2F,004902 2,4902,398054,137708
10/15/2015 0:25,ASSAULT W/DANGEROUS WEAPON,GUN,5000 - 5099 BLOCK OF BASS PLACE SE,6,7,7E,009904 2,9904,406127,135335
10/14/2015 23:30,ROBBERY,GUN,1300 - 1399 BLOCK OF I STREET NE,1,6,6A,008410 1,8410,401078,137051
10/14/2015 22:40,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF K STREET NW,1,2,2F,010100 1,10100,397329.19,137185.6
10/15/2015 1:20,THEFT F/AUTO,OTHERS,4400 - 4599 BLOCK OF 12TH STREET NE,4,5,5A,009504 2,9504,400846,141796
10/15/2015 2:24,ROBBERY,OTHERS,5000 5065  BLOCK OF SHERIFF ROAD NE,6,7,7C,007809 1,7809,406148,137299
10/15/2015 2:30,THEFT F/AUTO,OTHERS,400 - 499 BLOCK OF M STREET NW,3,6,6E,004802 1,4802,398477,137531
10/15/2015 1:00,THEFT F/AUTO,OTHERS,900 - 999 BLOCK OF M STREET NW,3,2,2F,004902 2,4902,397832,137532
